id,carat,cut,color,clarity,depth,table,x,y,z,price
353,1.07,Premium,H,SI2,61.2,60.0,6.53,6.57,4.01,4413
354,2.23,Premium,I,VS2,61.2,58.0,8.43,8.36,5.14,18149
355,0.43,Ideal,D,VVS1,61.9,54.0,4.83,4.87,3.0,1754
356,0.52,Premium,E,VS2,61.6,59.0,5.16,5.14,3.17,1694
357,1.44,Good,G,VS1,63.6,58.0,7.01,6.96,4.44,9677
358,1.24,Ideal,J,SI1,61.8,57.0,6.92,6.86,4.26,4875
359,0.72,Ideal,I,VVS2,61.5,58.0,5.78,5.79,3.56,2594
360,1.01,Very Good,G,SI2,63.5,58.0,6.39,6.34,4.04,4154
361,1.02,Premium,H,SI2,60.9,58.0,6.53,6.41,3.94,4113
362,0.71,Good,F,VS2,57.8,60.0,5.87,5.9,3.4,2777
363,1.6,Ideal,H,VS1,61.4,57.0,7.59,7.53,4.64,12681
364,0.33,Very Good,H,IF,61.7,59.0,4.43,4.45,2.74,787
365,2.01,Good,I,SI1,63.8,57.0,7.95,7.91,5.06,13976
366,1.13,Fair,I,VS2,55.9,67.0,7.05,6.94,3.9,4695
367,0.32,Ideal,G,VVS1,61.7,56.0,4.4,4.42,2.72,814
368,0.31,Ideal,I,VS1,61.7,54.6,4.38,4.39,2.71,502
369,0.31,Ideal,G,IF,61.3,54.0,4.38,4.4,2.69,891
370,0.41,Premium,G,VS2,62.4,58.0,4.76,4.72,2.96,1061
371,1.51,Good,E,SI2,63.2,56.0,7.26,7.32,4.61,9833
372,1.07,Premium,D,SI1,61.9,58.0,6.57,6.53,4.05,5704
373,0.55,Ideal,H,SI1,61.5,54.0,5.3,5.33,3.27,1134
374,0.5,Premium,H,IF,61.4,61.0,5.14,5.03,3.12,1971
375,0.5,Premium,G,VS1,60.9,59.0,5.14,5.11,3.12,1583
376,1.06,Premium,E,SI1,60.8,58.0,6.59,6.54,3.99,5485
377,0.54,Ideal,E,VS2,61.9,55.0,5.24,5.2,3.23,1847
378,0.5,Premium,E,VS1,62.2,58.0,5.03,5.06,3.14,1675
379,0.63,Ideal,E,VS2,62.1,56.0,5.49,5.52,3.42,2205
380,1.03,Premium,D,SI2,61.3,61.0,6.49,6.46,3.97,4764
381,0.32,Ideal,G,VVS2,61.1,55.0,4.45,4.42,2.71,936
382,0.7,Good,G,SI1,63.5,61.0,5.61,5.64,3.57,2074
383,0.54,Ideal,H,VS1,61.2,55.0,5.25,5.31,3.23,1454
384,1.01,Premium,D,VS1,62.4,58.0,6.41,6.38,3.99,8416
385,0.91,Ideal,G,SI1,62.6,56.0,6.27,6.3,3.81,3991
386,0.71,Ideal,D,SI1,60.6,56.0,5.78,5.81,3.51,3674
387,2.0,Fair,H,SI2,67.9,55.0,7.67,7.58,5.18,10913
388,1.12,Ideal,H,VVS2,62.3,53.0,6.64,6.7,4.16,7091
389,0.76,Premium,E,SI2,60.8,57.0,5.89,5.85,3.57,2580
390,0.7,Ideal,E,VS2,62.1,55.0,5.71,5.75,3.56,2952
391,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,2239
392,0.3,Premium,G,VS1,62.2,59.0,4.28,4.31,2.67,605
393,0.51,Very Good,D,SI2,61.5,59.0,5.07,5.14,3.14,1108
394,2.06,Premium,F,I1,58.7,61.0,8.33,8.31,4.88,9967
395,0.54,Ideal,H,VS1,61.5,56.0,5.22,5.25,3.22,1381
396,1.63,Ideal,H,SI2,62.4,57.0,7.59,7.52,4.71,7923
397,0.8,Premium,G,VS1,62.5,58.0,5.9,5.94,3.7,3514
398,1.23,Premium,G,VS1,59.6,60.0,6.99,6.94,4.15,8293
399,0.74,Ideal,F,SI1,60.4,56.0,5.86,5.83,3.53,2379
400,1.1,Premium,E,SI2,59.1,60.0,6.77,6.7,3.98,4967
401,1.36,Premium,I,SI2,62.7,58.0,7.01,7.08,4.42,5856
402,1.01,Premium,E,SI1,62.4,59.0,6.38,6.35,3.97,5430
403,1.24,Very Good,F,VVS2,63.6,56.0,6.75,6.8,4.31,11268
404,1.2,Premium,H,SI1,60.8,60.0,6.9,6.85,4.18,6282
405,0.5,Ideal,D,VS1,62.2,54.4,5.07,5.11,3.16,2033
406,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,5930
407,0.41,Ideal,H,VS1,61.9,56.0,4.75,4.78,2.95,827
408,0.3,Good,G,VS1,63.1,58.0,4.24,4.28,2.69,605
409,0.52,Ideal,D,SI1,62.2,54.0,5.14,5.18,3.21,1429
410,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,2559
411,0.31,Very Good,G,VVS2,60.0,62.0,4.4,4.44,2.65,707
412,0.6,Good,F,VS2,58.8,60.7,5.52,5.55,3.25,1940
413,0.73,Ideal,G,IF,62.3,56.0,5.72,5.78,3.58,4142
414,0.34,Ideal,D,VVS1,61.7,56.0,4.48,4.46,2.76,1211
415,0.71,Good,H,SI1,57.9,62.0,5.82,5.86,3.38,2354
416,0.7,Ideal,D,SI1,61.6,57.0,5.69,5.74,3.52,3471
417,1.23,Ideal,G,VS2,62.4,57.0,6.88,6.83,4.28,8233
418,0.91,Premium,H,VS1,59.2,62.0,6.2,6.14,3.65,3881
419,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,504
420,1.51,Premium,F,VS2,59.1,60.0,7.52,7.45,4.42,15253
421,1.11,Ideal,D,VVS2,62.3,56.0,6.59,6.64,4.12,12390
422,1.01,Ideal,G,VS2,62.4,56.0,6.42,6.39,4.0,5946
423,0.82,Premium,J,SI1,61.2,58.0,5.99,6.04,3.68,2168
424,2.14,Premium,H,SI1,62.3,58.0,8.28,8.22,5.14,14490
425,1.0,Good,G,VS2,63.3,60.0,6.29,6.37,4.01,5500
426,0.5,Very Good,E,SI2,61.6,58.0,5.08,5.11,3.14,1235
427,0.51,Very Good,G,SI1,63.0,53.0,5.1,5.13,3.22,1220
428,2.11,Ideal,I,VS2,60.3,61.0,8.29,8.22,4.98,16512
429,0.54,Ideal,F,VVS2,61.2,55.0,5.25,5.27,3.22,2216
430,0.3,Good,H,SI2,63.9,56.0,4.24,4.27,2.72,368
431,0.41,Very Good,F,IF,61.6,58.0,4.75,4.79,2.94,1313
432,0.98,Fair,G,I1,68.0,63.0,6.13,6.02,4.13,1749
433,0.56,Very Good,D,VS2,62.8,57.0,5.25,5.29,3.31,1963
434,0.43,Very Good,H,VS2,63.4,55.0,4.82,4.86,3.07,994
435,0.31,Very Good,F,VVS2,62.0,56.0,4.36,4.39,2.71,754
436,0.55,Ideal,E,VVS2,61.1,57.0,5.3,5.33,3.24,2664
437,0.33,Very Good,I,VS1,63.1,56.0,4.4,4.38,2.77,668
438,0.41,Ideal,F,VS1,62.6,55.0,4.77,4.75,2.98,1076
439,0.3,Ideal,E,SI1,61.7,57.0,4.29,4.33,2.66,640
440,0.4,Ideal,G,IF,61.1,56.0,4.76,4.79,2.92,1257
441,1.19,Premium,H,SI1,62.7,61.0,6.73,6.66,4.2,5698
442,1.16,Ideal,G,SI2,61.9,56.0,6.77,6.73,4.18,4969
443,0.62,Ideal,E,VS2,62.0,54.5,5.46,5.48,3.39,2208
444,0.41,Ideal,G,VS2,60.9,57.0,4.84,4.79,2.93,1061
445,2.42,Premium,J,SI2,58.5,59.0,8.85,8.82,5.17,16198
446,0.7,Very Good,F,VS2,62.3,56.0,5.66,5.71,3.54,2362
447,0.7,Premium,D,SI2,61.9,58.0,5.71,5.67,3.52,2536
448,1.14,Ideal,G,VVS2,62.3,55.0,6.64,6.72,4.18,8743
449,1.04,Fair,F,I1,65.4,60.0,6.39,6.3,4.15,2134
450,0.25,Premium,F,VVS1,60.7,59.0,4.1,4.07,2.48,740
451,1.02,Ideal,G,VS2,61.9,53.0,6.5,6.48,4.02,6169
452,2.01,Good,G,SI1,60.8,61.0,7.99,8.09,4.89,18077
453,0.41,Very Good,G,SI1,60.4,58.0,4.77,4.84,2.9,735
454,2.28,Ideal,J,SI1,61.6,57.0,8.5,8.43,5.21,12755
455,0.38,Ideal,E,VVS1,61.5,56.0,4.67,4.7,2.88,1154
456,0.5,Ideal,E,VS2,61.3,57.0,5.15,5.13,3.15,1746
457,0.26,Very Good,F,SI1,61.3,55.0,4.15,4.21,2.56,401
458,0.3,Good,G,VS1,63.6,55.0,4.26,4.29,2.72,605
459,0.4,Very Good,I,VS1,61.7,57.0,4.71,4.73,2.91,741
460,0.3,Very Good,J,VS1,62.4,58.0,4.26,4.3,2.67,394
461,0.99,Very Good,F,VS2,61.8,57.0,6.37,6.39,3.94,6094
462,0.36,Premium,F,SI1,61.6,60.0,4.61,4.54,2.82,770
463,1.08,Very Good,F,SI1,61.3,57.0,6.62,6.6,4.05,4816
464,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,790
465,0.3,Very Good,D,SI1,62.2,58.0,4.28,4.31,2.67,552
466,1.54,Premium,G,SI2,59.4,60.0,7.49,7.52,4.46,7707
467,0.9,Very Good,G,VS2,63.1,56.0,6.14,6.04,3.84,4309
468,1.36,Good,G,SI1,64.3,59.0,6.93,6.85,4.43,7549
469,0.52,Very Good,E,VS2,62.5,58.0,5.13,5.18,3.22,1653
470,1.54,Ideal,I,VS1,61.3,55.0,7.39,7.47,4.56,12401
471,0.25,Ideal,G,VVS2,61.9,55.0,4.07,4.1,2.53,525
472,0.59,Very Good,E,VS2,59.4,63.0,5.42,5.46,3.23,2145
473,0.3,Very Good,E,VS2,61.7,61.0,4.28,4.31,2.65,658
474,0.37,Premium,F,VS2,61.9,58.0,4.6,4.54,2.83,957
475,1.22,Ideal,I,SI1,61.7,57.0,6.85,6.82,4.22,6012
476,0.72,Good,E,SI1,63.7,58.0,5.71,5.66,3.62,2361
477,0.56,Ideal,D,SI1,61.9,55.0,5.29,5.31,3.28,1677
478,0.3,Premium,E,VVS2,60.8,60.0,4.31,4.27,2.61,1013
479,1.0,Very Good,E,SI2,60.7,59.0,6.38,6.44,3.89,4311
480,0.31,Premium,F,VS2,61.7,58.0,4.38,4.34,2.69,802
481,0.31,Ideal,E,VVS1,62.5,54.0,4.33,4.37,2.72,853
482,0.74,Ideal,F,VVS2,61.5,55.0,5.85,5.82,3.59,3879
483,0.3,Ideal,G,VS2,62.5,53.0,4.3,4.27,2.68,675
484,1.59,Very Good,I,SI2,61.9,58.0,7.46,7.5,4.63,7345
485,1.51,Premium,H,VS2,62.9,59.0,7.31,7.25,4.58,11268
486,1.06,Very Good,H,SI2,61.7,59.5,6.51,6.53,4.02,4465
487,1.0,Premium,F,SI1,59.8,59.0,6.55,6.49,3.9,5151
488,0.58,Premium,H,SI2,59.0,61.0,5.45,5.42,3.21,1066
489,0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,681
490,2.14,Ideal,I,SI2,60.7,57.0,8.34,8.4,5.08,14138
491,0.4,Premium,D,VVS2,58.3,59.0,4.9,4.88,2.85,1152
492,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,422
493,0.33,Ideal,H,VVS1,62.1,55.0,4.42,4.44,2.75,752
494,0.3,Very Good,H,VS1,62.9,56.0,4.22,4.27,2.67,526
495,0.7,Fair,G,I1,65.2,58.0,5.57,5.49,3.61,956
496,0.32,Ideal,H,IF,61.2,56.0,4.4,4.42,2.7,814
497,2.05,Premium,I,VS1,60.3,59.0,8.25,8.21,4.96,12766
498,0.78,Very Good,F,SI2,62.2,59.0,5.89,5.94,3.68,2550
499,1.12,Premium,J,SI1,62.3,57.0,6.72,6.61,4.15,4064
500,1.68,Ideal,G,VS1,62.0,55.0,7.59,7.66,4.73,16985
501,0.29,Fair,D,VS2,64.7,62.0,4.14,4.11,2.67,592
502,0.33,Very Good,D,SI2,63.4,56.0,4.43,4.4,2.8,631
503,0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,2604
504,1.12,Very Good,E,VS2,62.8,57.0,6.61,6.64,4.16,7589
505,1.02,Fair,H,SI2,59.6,57.0,6.65,6.5,3.92,4398
506,0.57,Ideal,H,VS2,61.6,57.0,5.35,5.37,3.3,1655
507,1.14,Ideal,D,SI2,61.4,56.0,6.77,6.69,4.13,5650
508,1.04,Ideal,F,VVS2,61.2,57.0,6.53,6.5,3.99,9169
509,1.68,Good,E,I1,64.3,60.0,7.48,7.44,4.8,5871
510,0.32,Good,I,SI1,63.5,57.0,4.3,4.33,2.74,421
511,1.01,Very Good,F,VS2,60.8,58.0,6.44,6.49,3.93,6288
512,0.51,Ideal,D,VS2,61.7,56.0,5.12,5.15,3.17,1633
513,0.3,Premium,G,IF,60.0,59.0,4.34,4.32,2.6,956
514,1.22,Premium,G,VS1,61.6,60.0,6.85,6.88,4.23,7850
515,1.01,Ideal,I,VS2,59.9,61.0,6.49,6.53,3.9,4685
516,1.01,Ideal,I,SI1,62.3,59.0,6.41,6.37,3.98,4518
517,1.04,Ideal,F,VS1,63.0,56.0,6.5,6.45,4.08,7338
518,1.5,Premium,G,VS1,62.7,58.0,7.3,7.25,4.56,14234
519,0.31,Very Good,J,SI1,62.7,59.0,4.29,4.32,2.7,363
520,0.39,Very Good,I,VS1,63.1,58.0,4.68,4.61,2.93,921
521,0.35,Very Good,H,VS1,62.6,58.0,4.49,4.52,2.82,614
522,2.0,Ideal,H,VS2,60.5,56.0,8.34,8.22,5.01,13320
523,2.09,Ideal,I,SI2,63.0,57.0,8.13,8.09,5.11,14838
524,0.41,Very Good,H,SI1,60.0,61.0,4.77,4.83,2.88,683
525,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,3007
526,1.51,Ideal,G,VS2,62.8,57.0,7.33,7.26,4.58,10553
527,0.32,Very Good,G,VS1,62.5,60.0,4.29,4.35,2.7,645
528,0.41,Ideal,G,VS1,59.8,57.0,4.81,4.86,2.89,899
529,1.06,Ideal,E,SI1,58.8,57.0,6.71,6.66,3.93,5877
530,0.9,Premium,H,VS2,60.4,59.0,6.27,6.24,3.78,4246
531,0.7,Very Good,G,VVS2,61.8,60.0,5.63,5.69,3.5,2936
532,0.72,Ideal,E,VS2,62.1,57.0,5.73,5.76,3.57,3235
533,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1601
534,1.11,Very Good,D,SI2,61.3,60.0,6.54,6.6,4.03,5042
535,0.32,Very Good,E,VS1,61.1,59.8,4.43,4.45,2.71,792
536,1.6,Premium,H,VS2,62.1,60.0,7.51,7.44,4.64,11796
537,1.01,Very Good,G,VVS2,63.1,56.0,6.4,6.34,4.02,7565
538,0.3,Premium,E,SI1,60.6,56.0,4.37,4.35,2.64,675
539,0.4,Ideal,I,IF,62.4,56.0,4.73,4.7,2.94,1050
540,0.31,Premium,H,VS2,61.3,60.0,4.32,4.36,2.66,489
541,1.75,Ideal,G,VS2,62.6,56.0,7.72,7.65,4.81,16783
542,0.4,Ideal,F,VS2,63.4,54.0,4.73,4.68,2.99,1059
543,0.3,Very Good,G,VS2,63.0,56.0,4.27,4.3,2.7,526
544,0.9,Very Good,G,SI2,60.1,60.0,6.22,6.32,3.77,3114
545,0.32,Premium,H,SI1,61.9,58.0,4.38,4.34,2.7,576
546,0.42,Very Good,E,VS2,62.8,59.0,4.76,4.8,3.0,958
547,0.71,Very Good,E,VVS2,60.3,52.0,5.8,5.87,3.52,3760
548,0.4,Ideal,D,VVS2,62.2,55.0,4.72,4.74,2.94,1263
549,0.31,Ideal,F,VS2,61.6,56.0,4.38,4.35,2.69,749
550,1.58,Premium,E,SI2,61.0,60.0,7.54,7.51,4.59,7963
551,2.4,Ideal,J,SI1,62.7,57.0,8.6,8.5,5.36,16687
552,0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,2599
553,1.23,Ideal,F,VS2,61.9,57.0,6.86,6.9,4.26,9759
554,0.57,Very Good,E,VS2,62.1,59.0,5.29,5.27,3.28,1807
555,0.43,Very Good,E,SI2,59.0,60.0,4.9,4.96,2.91,765
556,1.0,Fair,F,VS1,64.8,61.0,6.26,6.21,4.04,6115
557,2.04,Very Good,I,VS1,61.8,60.0,8.11,8.21,5.04,18127
558,0.3,Ideal,G,VVS1,62.0,55.0,4.31,4.34,2.68,789
559,0.38,Ideal,H,VVS2,62.1,53.9,4.64,4.69,2.9,832
560,1.51,Ideal,G,SI2,62.4,56.0,7.29,7.25,4.54,9234
561,0.5,Very Good,F,SI1,60.0,54.0,5.13,5.2,3.1,1122
562,1.02,Ideal,D,VVS2,62.0,56.0,6.43,6.48,4.0,10967
563,0.56,Ideal,D,SI1,62.3,56.0,5.33,5.26,3.3,1814
564,1.8,Ideal,H,VS1,62.3,56.0,7.79,7.76,4.84,15105
565,0.71,Very Good,E,SI1,59.7,58.0,5.76,5.8,3.45,2574
566,2.04,Very Good,J,VS2,62.4,57.0,8.04,8.19,5.06,13825
567,1.01,Ideal,G,SI1,61.6,57.0,6.4,6.32,3.92,5273
568,0.41,Very Good,E,VS2,62.5,56.0,4.75,4.79,2.98,960
569,0.44,Very Good,G,VVS2,60.9,57.0,4.89,4.93,2.99,1081
570,1.21,Ideal,G,VVS1,60.2,57.0,7.02,6.94,4.2,10232
571,0.34,Ideal,F,VS2,60.8,57.0,4.51,4.54,2.75,699
572,0.5,Fair,E,VS2,65.0,58.0,4.96,4.92,3.21,1188
573,0.31,Premium,E,VVS2,61.4,58.0,4.33,4.36,2.67,816
574,0.7,Ideal,I,VS2,62.1,54.6,5.68,5.72,3.54,2240
575,1.42,Fair,G,VS2,59.6,66.0,7.31,7.23,4.33,7214
576,0.7,Ideal,H,SI2,60.4,58.0,5.82,5.77,3.5,2285
577,0.32,Ideal,D,VVS2,60.3,58.0,4.43,4.46,2.68,804
578,0.71,Ideal,E,VVS2,62.0,56.0,5.71,5.74,3.55,4467
579,2.06,Very Good,J,VS2,62.6,58.0,8.05,8.08,5.05,14119
580,0.31,Good,G,VS2,57.6,62.0,4.46,4.5,2.58,507
581,0.7,Ideal,E,SI1,60.9,57.0,5.73,5.76,3.5,2768
582,0.24,Very Good,E,VVS2,62.5,58.0,3.96,4.01,2.49,485
583,0.3,Premium,G,VVS1,60.5,59.0,4.36,4.33,2.63,1013
584,0.31,Ideal,G,VVS1,62.6,53.0,4.37,4.38,2.74,789
585,0.91,Very Good,G,SI1,63.4,59.0,6.2,6.14,3.91,3763
586,0.72,Premium,F,SI1,62.6,59.0,5.74,5.69,3.58,2318
587,0.35,Ideal,I,VS2,62.5,57.0,4.5,4.53,2.82,491
588,0.32,Ideal,E,IF,61.9,55.0,4.38,4.41,2.72,1018
589,1.22,Premium,I,VS2,60.1,58.0,6.92,7.0,4.18,5405
590,0.28,Very Good,H,SI1,61.5,56.0,4.21,4.24,2.6,360
591,1.72,Premium,H,SI1,61.4,59.0,7.71,7.64,4.71,12998
592,1.19,Ideal,I,VS1,61.6,56.0,6.81,6.83,4.2,7328
593,1.0,Good,G,VVS1,63.8,60.0,6.31,6.35,4.04,7007
594,0.61,Very Good,E,SI1,62.2,60.0,5.44,5.4,3.37,1983
595,0.31,Good,G,SI1,63.2,54.0,4.31,4.33,2.73,462
596,0.33,Premium,I,VVS2,62.2,59.0,4.47,4.41,2.76,743
597,1.16,Ideal,E,SI2,59.9,57.0,6.82,6.8,4.08,5093
598,0.7,Good,G,VVS2,61.1,61.0,5.67,5.69,3.47,3046
599,1.15,Ideal,H,VS2,62.4,56.0,6.71,6.65,4.17,6788
600,0.25,Ideal,H,IF,61.4,57.0,4.05,4.08,2.49,525
601,1.12,Premium,J,SI2,60.7,61.0,6.71,6.64,4.05,3266
602,1.2,Very Good,I,SI1,63.1,61.0,6.65,6.58,4.18,4301
603,0.44,Premium,E,SI1,62.2,60.0,4.86,4.79,3.0,1040
604,2.28,Ideal,I,SI2,62.9,57.0,8.41,8.34,5.27,16187
605,0.7,Good,F,VVS1,63.2,58.0,5.58,5.62,3.54,3018
606,0.46,Very Good,E,VS2,62.6,58.0,4.91,4.96,3.09,1245
607,0.31,Ideal,F,IF,62.2,56.0,4.34,4.31,2.69,1122
608,1.02,Good,G,VS2,63.8,59.0,6.34,6.27,4.02,6080
609,0.34,Premium,D,SI1,59.8,61.0,4.53,4.5,2.7,803
610,0.41,Ideal,I,IF,62.6,57.0,4.74,4.78,2.98,1007
611,1.16,Premium,H,SI2,61.8,58.0,6.81,6.75,4.19,4872
612,0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,421
613,1.5,Premium,G,SI1,62.3,58.0,7.27,7.33,4.55,10428
614,0.43,Ideal,J,VS1,61.9,55.5,4.81,4.84,2.99,706
615,0.7,Premium,D,SI1,59.8,57.0,5.79,5.74,3.45,2589
616,1.42,Ideal,I,SI1,61.9,57.0,7.23,7.15,4.45,7157
617,0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,1882
618,1.1,Premium,H,SI1,61.6,56.0,6.66,6.61,4.09,4916
619,0.6,Premium,D,VS2,60.9,61.0,5.43,5.4,3.3,1808
620,1.5,Premium,F,VS2,61.3,58.0,7.36,7.31,4.5,13506
621,0.7,Very Good,F,SI1,61.1,59.0,5.68,5.78,3.5,2264
622,0.9,Premium,F,SI2,62.6,62.0,6.06,6.01,3.78,3210
623,0.9,Good,F,VS2,59.8,61.0,6.18,6.22,3.71,4253
624,1.56,Very Good,I,VS1,58.2,59.0,7.65,7.7,4.47,10523
625,0.3,Ideal,G,VS1,62.5,57.0,4.32,4.29,2.69,776
626,0.41,Ideal,I,VVS2,62.3,56.0,4.73,4.77,2.96,827
627,1.63,Ideal,H,VS2,61.3,56.0,7.6,7.57,4.65,12620
628,0.4,Ideal,J,VVS2,61.8,55.0,4.76,4.79,2.95,662
629,2.11,Ideal,I,VS2,62.2,55.0,8.2,8.26,5.12,17712
630,0.93,Ideal,G,IF,62.2,58.0,6.25,6.22,3.88,5879
631,1.0,Premium,D,SI2,59.5,62.0,6.52,6.49,3.87,4626
632,0.9,Premium,E,VS2,61.4,57.0,6.19,6.16,3.79,4435
633,0.47,Good,E,VVS1,64.0,62.0,4.9,4.97,3.16,1690
634,0.41,Ideal,G,SI1,61.4,56.0,4.81,4.83,2.96,759
635,0.3,Ideal,H,VVS2,60.4,56.0,4.32,4.36,2.62,605
636,1.5,Good,J,VS2,61.7,56.0,7.23,7.33,4.49,7177
637,0.41,Very Good,F,VVS1,62.3,54.0,4.75,4.79,2.97,1161
638,0.38,Ideal,H,VVS2,61.6,56.0,4.67,4.72,2.89,794
639,1.29,Premium,I,VS2,60.4,58.0,7.12,7.03,4.27,6321
640,0.77,Premium,F,VS2,62.4,59.0,5.85,5.81,3.64,3018
641,0.5,Premium,E,VS2,62.1,62.0,5.1,5.08,3.16,1559
642,0.32,Ideal,G,VS2,61.8,55.0,4.41,4.43,2.73,561
643,1.01,Very Good,E,VS2,61.7,56.0,6.41,6.45,3.97,5777
644,1.71,Ideal,H,SI1,61.4,57.0,7.63,7.74,4.72,12416
645,0.39,Ideal,G,SI1,60.5,56.0,4.77,4.79,2.89,866
646,0.54,Very Good,D,VS1,59.9,57.0,5.38,5.3,3.2,1988
647,1.2,Very Good,J,VS2,62.5,57.0,6.72,6.79,4.22,4590
648,0.52,Ideal,G,VS1,60.9,55.0,5.22,5.16,3.16,1815
649,0.39,Ideal,G,SI1,61.0,55.0,4.75,4.82,2.92,675
650,1.01,Ideal,G,VS2,61.8,56.0,6.45,6.42,3.98,6108
651,1.3,Premium,H,SI2,60.7,59.0,7.06,7.0,4.27,4368
652,0.56,Premium,E,SI1,61.5,60.0,5.3,5.27,3.25,1848
653,1.28,Ideal,G,VVS1,62.1,56.0,6.93,6.96,4.31,11147
654,1.2,Very Good,H,SI1,61.6,61.0,6.81,6.77,4.18,6350
655,0.53,Ideal,E,SI2,63.0,57.0,5.16,5.13,3.24,1262
656,0.3,Premium,F,VVS2,61.6,58.0,4.35,4.28,2.66,945
657,2.0,Ideal,I,SI2,59.8,55.0,8.28,8.18,4.92,11255
658,1.3,Premium,H,SI1,62.9,60.0,6.95,6.88,4.35,5671
659,1.01,Good,E,SI2,63.7,58.0,6.36,6.32,4.04,4751
660,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2065
661,0.71,Premium,H,SI2,61.5,57.0,5.76,5.69,3.52,1960
662,1.01,Premium,D,SI2,61.8,60.0,6.41,6.37,3.95,4672
663,0.57,Premium,D,VS1,60.9,57.0,5.43,5.37,3.29,2093
664,1.21,Very Good,H,VS1,60.4,59.0,6.88,6.97,4.18,7196
665,0.9,Good,E,SI1,59.8,64.0,6.14,6.21,3.69,4229
666,0.9,Ideal,H,VS1,61.2,57.0,6.28,6.24,3.83,4064
667,1.0,Good,F,SI1,57.9,62.0,6.55,6.58,3.8,4961
668,0.41,Premium,E,SI1,62.4,58.0,4.75,4.77,2.97,755
669,0.38,Very Good,J,IF,60.9,61.0,4.66,4.73,2.86,827
670,1.01,Good,G,SI2,59.3,62.0,6.51,6.58,3.88,4397
671,2.57,Premium,J,SI1,63.0,58.0,8.77,8.65,5.49,18485
672,0.43,Very Good,F,SI2,58.3,62.0,4.91,4.97,2.88,633
673,1.07,Premium,H,SI2,60.0,59.0,6.6,6.56,3.95,3775
674,0.42,Premium,D,SI2,62.1,59.0,4.78,4.82,2.98,700
675,1.21,Very Good,H,VS2,62.9,57.0,6.75,6.8,4.26,6189
676,0.7,Premium,F,SI1,62.2,59.0,5.73,5.69,3.55,2423
677,0.9,Premium,E,SI1,62.4,57.0,6.19,6.14,3.85,3609
678,1.25,Premium,H,VS1,62.0,59.0,6.88,6.84,4.25,8099
679,1.2,Premium,F,VS2,60.2,60.0,6.91,6.82,4.13,9442
680,0.29,Premium,I,VS2,62.4,58.0,4.23,4.2,2.63,429
681,1.0,Premium,G,VS1,60.9,60.0,6.51,6.41,3.91,6000
682,1.2,Very Good,G,VS2,62.2,57.0,6.75,6.78,4.21,7983
683,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,13764
684,0.53,Very Good,F,VS2,59.2,58.0,5.29,5.31,3.14,1693
685,0.31,Ideal,H,IF,62.0,56.0,4.36,4.39,2.71,772
686,0.65,Ideal,J,SI1,62.1,54.0,5.56,5.59,3.46,1214
687,2.1,Premium,J,VVS1,61.3,58.0,8.29,8.24,5.07,17606
688,1.2,Ideal,H,VS1,62.5,57.0,6.81,6.73,4.23,6814
689,0.73,Premium,G,VS1,61.5,58.0,5.79,5.75,3.55,2770
690,1.56,Very Good,F,SI1,60.7,59.0,7.45,7.55,4.55,11794
691,1.54,Premium,G,VVS2,62.2,59.0,7.41,7.37,4.6,15983
692,1.27,Premium,I,VS1,62.2,59.0,6.92,6.87,4.29,6532
693,1.02,Fair,F,VVS1,64.6,59.0,6.31,6.26,4.06,7960
694,0.7,Ideal,F,VS1,61.0,55.0,5.77,5.73,3.51,2874
695,0.31,Very Good,D,SI1,63.0,55.0,4.32,4.34,2.73,571
696,0.92,Premium,E,SI1,60.9,59.0,6.25,6.27,3.81,4258
697,0.52,Ideal,E,SI2,61.8,57.0,5.14,5.18,3.19,1146
698,0.34,Premium,F,VS1,60.0,59.0,4.59,4.55,2.74,905
699,0.43,Good,E,SI1,60.6,61.0,4.96,4.98,3.01,723
700,0.42,Very Good,H,SI1,62.0,59.0,4.76,4.79,2.96,700
701,0.7,Fair,J,VS2,67.4,58.0,5.34,5.37,3.61,1896
702,1.01,Ideal,F,VS1,62.5,54.0,6.43,6.46,4.03,7465
703,1.01,Premium,F,SI2,59.2,58.0,6.5,6.47,0.0,3837
704,1.3,Ideal,G,VS1,62.0,55.0,6.98,7.02,4.34,10038
705,0.71,Ideal,F,VS2,62.2,56.0,5.74,5.71,3.56,2915
706,0.52,Premium,G,VVS2,61.5,62.0,5.17,5.14,3.17,2012
707,1.51,Good,D,SI1,64.1,62.0,7.21,7.15,4.6,9674
