id,carat,cut,color,clarity,depth,table,x,y,z
380,0.54,Good,F,VS2,64.2,53.8,5.12,5.19,3.31
381,1.01,Premium,E,SI1,61.7,56.0,6.44,6.39,3.96
382,0.7,Good,H,VVS2,61.4,64.0,5.73,5.61,3.48
383,0.74,Ideal,H,VS1,61.8,58.0,5.77,5.81,3.58
384,0.9,Premium,F,SI1,62.6,60.0,6.14,6.1,3.83
385,0.53,Ideal,F,VS2,61.7,57.0,5.23,5.21,3.22
386,1.74,Ideal,D,SI2,59.7,55.0,7.9,7.84,4.7
387,0.54,Very Good,I,IF,58.8,61.0,5.29,5.35,3.13
388,0.7,Ideal,E,SI1,62.2,57.0,5.72,5.67,3.54
389,1.51,Ideal,E,VS1,62.2,57.0,7.37,7.32,4.57
390,0.71,Premium,G,SI1,62.3,56.0,5.69,5.65,3.53
391,0.39,Premium,H,SI1,62.0,60.0,4.71,4.65,2.9
392,0.58,Premium,G,VS1,61.5,58.0,5.35,5.41,3.31
393,0.74,Premium,J,SI1,61.6,59.0,5.82,5.77,3.57
394,0.32,Ideal,G,VS1,61.8,55.0,4.42,4.45,2.74
395,0.3,Ideal,F,SI1,62.2,54.2,4.31,4.34,2.69
396,0.3,Very Good,I,SI1,61.9,61.0,4.27,4.29,2.65
397,0.71,Premium,F,SI1,60.9,59.0,5.74,5.69,3.48
398,0.4,Very Good,J,SI1,61.4,58.0,4.76,4.79,2.93
399,0.52,Good,F,SI1,63.8,56.0,5.12,5.07,3.25
400,0.33,Ideal,G,IF,61.9,54.0,4.46,4.42,2.75
401,1.01,Ideal,F,SI1,62.3,55.0,6.37,6.44,3.99
402,0.9,Very Good,D,SI1,62.6,58.0,6.11,6.15,3.84
403,0.27,Ideal,H,SI1,61.3,55.0,4.17,4.21,2.57
404,1.07,Ideal,E,SI2,62.4,57.0,6.52,6.55,4.08
405,0.71,Ideal,I,SI1,62.1,55.0,5.67,5.73,3.55
406,1.52,Premium,H,SI2,62.0,58.0,7.37,7.34,4.56
407,1.01,Very Good,G,SI1,63.5,60.0,6.41,6.38,3.92
408,1.04,Ideal,F,SI1,61.3,56.0,6.55,6.5,4.0
409,1.52,Premium,E,VS1,60.6,58.0,7.44,7.38,4.49
410,0.52,Ideal,G,VVS2,60.8,57.0,5.16,5.21,3.15
411,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56
412,0.9,Good,D,SI1,58.5,63.0,6.21,6.3,3.66
413,2.75,Ideal,D,I1,60.9,57.0,9.04,8.98,5.49
414,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56
415,1.6,Ideal,E,SI2,62.7,53.9,7.43,7.49,4.68
416,0.39,Ideal,F,SI1,62.5,55.0,4.63,4.68,2.91
417,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25
418,0.53,Ideal,D,VS2,61.2,55.0,5.25,5.21,3.2
419,2.02,Premium,I,SI2,59.4,59.0,8.21,8.25,4.89
420,0.41,Ideal,E,VVS1,61.4,57.0,4.8,4.77,2.94
421,1.05,Ideal,H,VS2,61.7,57.0,6.52,6.55,4.03
422,1.09,Ideal,F,SI2,61.6,55.0,6.59,6.65,4.08
423,0.54,Good,H,VS1,63.2,60.0,5.13,5.16,3.25
424,0.33,Ideal,G,IF,61.8,54.0,4.47,4.49,2.77
425,0.3,Ideal,I,VS1,61.0,56.0,4.37,4.35,2.66
426,0.32,Ideal,F,VS2,61.6,55.0,4.4,4.43,2.72
427,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.78,3.47
428,0.7,Very Good,D,SI1,62.9,63.0,5.64,5.59,3.53
429,0.71,Ideal,E,VS1,62.0,56.0,5.72,5.74,3.55
430,0.33,Ideal,H,SI1,61.0,55.0,4.45,4.49,2.73
431,0.41,Premium,G,VS2,61.7,61.0,4.74,4.7,2.91
432,1.23,Ideal,G,VVS2,61.0,57.0,6.93,6.9,4.22
433,0.4,Ideal,G,VS1,61.8,57.0,4.73,4.75,2.93
434,0.34,Premium,E,SI2,59.9,59.0,4.57,4.55,2.73
435,1.01,Good,E,SI1,58.6,62.0,6.58,6.6,3.86
436,0.3,Ideal,G,SI1,62.0,57.0,4.27,4.31,2.66
437,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18
438,0.75,Ideal,G,VVS2,62.2,56.0,5.78,5.82,3.61
439,0.41,Very Good,E,VS1,60.4,59.0,4.8,4.83,2.91
440,1.17,Premium,F,SI2,59.6,60.0,6.88,6.85,4.09
441,0.3,Ideal,D,SI1,62.0,56.0,4.34,4.3,2.68
442,0.71,Ideal,E,VS2,62.5,55.0,5.67,5.73,3.56
443,2.24,Ideal,I,SI2,62.1,53.6,8.38,8.41,5.21
444,0.9,Very Good,D,VS2,58.8,61.0,6.27,6.32,3.7
445,0.32,Ideal,D,VS1,61.4,56.0,4.42,4.47,2.73
446,0.54,Very Good,E,VS2,61.5,59.0,5.21,5.23,3.21
447,0.39,Very Good,F,VS2,60.1,56.0,4.77,4.82,2.88
448,0.82,Ideal,G,VS1,61.9,54.0,5.99,6.03,3.72
449,1.07,Ideal,F,IF,62.0,57.0,6.52,6.57,4.06
450,1.01,Good,G,SI2,59.2,65.0,6.35,6.41,3.78
451,0.77,Ideal,H,VS2,61.3,56.0,5.91,5.94,3.63
452,2.01,Premium,F,SI2,61.3,61.0,8.02,7.96,4.9
453,0.32,Premium,H,VS1,61.7,61.0,4.43,4.38,2.72
454,0.7,Very Good,G,VS2,59.6,60.0,5.71,5.8,3.43
455,1.13,Ideal,H,VS2,62.0,57.0,6.61,6.69,4.12
456,1.1,Ideal,F,VS2,60.0,57.0,6.76,6.71,4.04
457,0.32,Good,D,SI1,63.8,55.0,4.36,4.35,2.78
458,0.51,Very Good,D,VS2,63.2,56.0,5.04,5.08,3.2
459,0.51,Good,F,SI1,63.6,58.0,5.05,5.08,3.22
460,0.24,Very Good,E,VVS2,62.9,59.0,3.97,4.01,2.51
461,0.35,Ideal,J,IF,61.8,53.0,4.58,4.61,2.84
462,0.72,Ideal,E,VS2,62.7,55.0,5.76,5.73,3.6
463,1.1,Premium,D,SI2,61.5,60.0,6.64,6.58,4.06
464,1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0
465,0.38,Very Good,G,VS2,60.1,61.0,4.63,4.66,2.79
466,0.93,Very Good,E,SI1,62.5,58.0,6.18,6.24,3.88
467,0.33,Premium,E,VS1,61.6,58.0,4.41,4.45,2.73
468,1.03,Ideal,I,SI1,60.7,60.0,6.5,6.55,3.96
469,0.9,Ideal,E,SI2,62.0,55.0,6.23,6.15,3.84
470,0.91,Very Good,H,SI1,62.2,60.0,6.16,6.22,3.85
471,0.58,Very Good,F,VVS2,62.6,56.0,5.37,5.27,3.33
472,0.9,Good,G,SI2,64.1,56.0,6.12,6.08,3.91
473,0.3,Ideal,G,SI1,62.2,57.0,4.26,4.29,2.66
474,0.71,Premium,J,SI2,61.8,54.0,5.74,5.7,3.53
475,0.41,Ideal,F,VVS1,62.3,55.0,4.74,4.79,2.97
476,0.53,Ideal,D,SI1,62.0,55.0,5.22,5.24,3.24
477,1.51,Ideal,H,SI1,62.8,55.0,7.32,7.29,4.59
478,0.54,Ideal,G,VS1,61.4,57.0,5.23,5.2,3.2
479,1.0,Fair,G,SI1,65.7,54.0,6.24,6.16,4.07
480,1.7,Ideal,F,VS2,62.3,56.0,7.65,7.61,4.75
481,2.01,Premium,H,SI2,61.6,58.0,8.12,8.02,4.97
482,0.41,Premium,D,SI2,62.3,58.0,4.77,4.74,2.96
483,0.31,Ideal,F,IF,62.3,57.0,4.34,4.3,2.69
484,2.32,Ideal,I,SI2,62.0,57.0,8.45,8.49,5.25
485,0.73,Very Good,J,SI1,60.1,62.0,5.85,5.9,3.53
486,0.4,Ideal,G,VVS1,60.2,60.0,4.78,4.82,2.89
487,0.53,Good,G,SI1,63.8,56.0,5.14,5.18,3.29
488,0.38,Very Good,D,VS2,63.4,55.0,4.67,4.63,2.95
489,0.42,Ideal,H,IF,61.7,55.0,4.82,4.84,2.98
490,0.7,Good,F,SI2,63.6,56.0,5.63,5.56,3.56
491,0.78,Premium,F,SI1,62.4,58.0,5.83,5.8,3.63
492,2.1,Fair,F,SI2,64.7,61.0,7.97,7.92,5.14
493,0.7,Good,F,VVS2,62.5,58.0,5.68,5.75,3.57
494,0.42,Premium,G,SI1,62.7,58.0,4.79,4.75,2.99
495,1.54,Very Good,G,IF,59.4,60.0,7.55,7.61,4.5
496,1.06,Premium,D,VS2,59.3,55.0,6.7,6.65,3.96
497,2.54,Ideal,I,SI2,61.4,54.0,8.83,8.78,5.41
498,0.58,Ideal,H,SI1,61.8,56.0,5.36,5.38,3.32
499,0.52,Ideal,H,VS1,62.0,56.0,5.14,5.2,3.21
500,0.71,Very Good,I,SI1,60.4,63.0,5.8,5.73,3.48
501,0.42,Premium,D,SI1,61.1,60.0,4.79,4.83,2.94
502,0.7,Very Good,D,SI1,63.4,58.0,5.63,5.66,3.58
503,0.77,Premium,D,VS2,61.3,60.0,5.92,5.89,3.62
504,0.7,Good,G,VS2,62.6,61.0,5.57,5.61,3.5
505,1.0,Premium,H,VS2,59.7,58.0,6.57,6.52,3.91
506,0.62,Very Good,G,VS2,63.2,55.0,5.42,5.4,3.42
507,1.01,Good,E,VS1,63.8,55.0,6.41,6.32,4.06
508,2.2,Premium,H,SI2,61.1,59.0,8.41,8.35,5.12
509,1.0,Premium,D,VS1,61.9,55.0,6.4,6.36,3.95
510,1.52,Very Good,D,SI2,58.6,59.0,7.43,7.48,4.37
511,1.01,Ideal,G,VS2,60.9,57.0,6.48,6.51,3.95
512,0.31,Ideal,E,VS1,61.2,55.0,4.42,4.4,2.7
513,0.92,Very Good,D,SI2,60.2,61.0,6.27,6.32,3.79
514,0.82,Ideal,G,SI2,61.0,55.0,6.04,5.99,3.67
515,1.3,Premium,J,SI1,61.5,58.0,7.02,6.97,4.3
516,1.59,Premium,E,VS2,62.3,59.0,7.43,7.38,4.61
517,1.01,Very Good,H,VS2,62.0,59.0,6.45,6.48,4.01
518,1.21,Ideal,G,VS1,62.2,56.0,6.87,6.85,4.26
519,0.88,Premium,G,VS2,61.1,58.0,6.19,6.15,3.77
520,0.52,Very Good,E,VS1,63.3,58.0,5.07,5.11,3.22
521,1.02,Ideal,H,SI1,59.9,56.0,6.54,6.51,3.91
522,0.6,Very Good,J,VS2,60.0,59.4,5.47,5.51,3.29
523,0.69,Premium,I,SI1,62.0,59.0,5.66,5.63,3.5
524,0.81,Very Good,E,SI2,62.4,57.0,5.91,5.99,3.71
525,0.73,Very Good,F,VVS2,63.8,59.0,5.69,5.72,3.64
526,2.01,Ideal,I,VS2,64.8,55.0,7.91,7.87,5.12
527,1.03,Ideal,D,IF,62.0,56.0,6.55,6.44,4.03
528,0.41,Ideal,G,VVS2,61.8,56.0,4.74,4.78,2.94
529,1.02,Premium,H,SI2,58.3,59.0,6.61,6.57,3.84
530,0.3,Premium,G,SI2,62.7,55.0,4.29,4.26,2.68
531,0.31,Ideal,H,VS2,62.2,55.0,4.35,4.39,2.72
532,1.26,Ideal,G,VS2,60.8,55.0,7.02,7.04,4.28
533,0.39,Premium,F,VS1,62.0,56.0,4.72,4.64,2.9
534,2.52,Fair,J,SI2,65.1,56.0,8.51,8.43,5.51
535,0.31,Good,G,SI2,63.2,55.0,4.31,4.33,2.73
536,0.52,Ideal,G,VVS2,61.9,55.0,5.14,5.16,3.19
537,0.31,Ideal,G,IF,62.7,57.0,4.31,4.34,2.71
538,1.08,Ideal,G,SI2,61.3,57.0,6.55,6.64,4.04
539,0.52,Ideal,G,SI2,59.7,56.0,5.28,5.31,3.16
540,1.57,Premium,G,VS1,59.9,56.0,7.6,7.55,4.54
541,0.5,Very Good,F,SI1,63.1,61.0,5.06,4.98,3.17
542,0.71,Ideal,H,VS1,62.2,57.0,5.66,5.73,3.54
543,1.02,Ideal,E,SI1,60.4,55.0,6.54,6.48,3.93
544,0.33,Very Good,G,VVS2,63.0,56.0,4.42,4.47,2.8
545,0.76,Ideal,E,SI1,61.2,56.0,5.88,5.91,3.61
546,1.33,Premium,F,SI2,60.4,60.0,7.17,7.11,4.31
547,0.41,Ideal,G,VS2,61.6,54.0,4.81,4.84,2.97
548,0.31,Ideal,D,SI1,62.6,56.0,4.33,4.36,2.72
549,0.9,Premium,D,SI2,59.0,61.0,6.32,6.28,3.72
550,0.3,Ideal,I,VVS1,62.4,56.0,4.32,4.3,2.69
551,0.75,Premium,D,SI1,58.9,60.0,5.99,5.97,3.52
552,1.05,Very Good,E,VS2,63.5,57.0,6.51,6.46,4.12
553,0.5,Ideal,G,IF,61.5,56.0,5.11,5.14,3.15
554,1.35,Ideal,D,VS2,61.3,57.0,7.09,7.13,4.36
555,0.9,Good,F,SI1,63.1,57.0,6.12,6.15,3.87
556,2.16,Very Good,G,SI2,62.6,55.0,8.2,8.25,5.14
557,1.05,Ideal,H,IF,61.2,55.0,6.62,6.59,4.04
558,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56
559,1.0,Premium,G,VVS1,62.1,59.0,6.4,6.29,3.94
560,1.24,Ideal,E,VS2,62.9,56.0,6.84,6.79,4.29
561,0.43,Ideal,G,VVS2,61.4,55.0,4.88,4.83,2.98
562,1.29,Ideal,H,SI2,61.6,54.0,7.0,7.02,4.32
563,1.01,Very Good,D,SI1,62.4,58.0,6.39,6.47,4.01
564,0.4,Ideal,E,VVS2,62.6,54.0,4.71,4.74,2.96
565,0.7,Ideal,I,VS2,62.3,54.0,5.67,5.72,3.55
566,1.06,Premium,G,VVS2,62.4,55.0,6.54,6.5,4.07
567,0.35,Ideal,I,VVS2,62.3,57.0,4.53,4.49,2.81
568,0.7,Ideal,J,VS1,62.2,56.0,5.67,5.71,3.54
569,0.81,Very Good,J,SI1,63.1,59.0,5.88,5.91,3.72
570,0.58,Premium,E,SI1,62.1,58.0,5.35,5.31,3.31
571,0.7,Ideal,G,VVS2,62.1,53.0,5.71,5.75,3.56
572,0.31,Ideal,G,VVS2,62.1,56.0,4.33,4.27,2.67
573,1.64,Premium,I,SI2,61.3,58.0,7.58,7.62,4.66
574,0.4,Premium,G,IF,59.8,58.0,4.85,4.79,2.88
575,1.01,Good,G,VS2,64.4,58.0,6.23,6.31,4.04
576,1.09,Very Good,F,SI2,58.5,59.0,6.75,6.8,3.96
577,0.61,Very Good,D,SI1,58.5,58.0,5.54,5.64,3.27
578,0.77,Premium,G,SI1,62.6,58.0,5.85,5.88,3.67
579,0.81,Ideal,F,SI2,62.6,55.0,5.92,5.96,3.72
580,0.34,Ideal,D,VS2,62.0,54.0,4.52,4.48,2.79
581,0.71,Fair,D,SI1,66.3,56.0,5.61,5.49,3.68
582,1.09,Good,H,SI1,63.6,56.0,6.56,6.53,4.16
583,0.36,Ideal,G,SI1,62.7,55.0,4.54,4.59,2.86
584,0.3,Very Good,G,VVS1,63.3,55.0,4.3,4.26,2.71
585,2.01,Premium,H,SI2,62.0,60.0,8.11,8.04,5.02
586,1.0,Ideal,E,I1,61.8,56.0,6.38,6.43,3.96
587,0.38,Premium,I,VS1,59.9,60.0,4.72,4.66,2.81
588,0.32,Ideal,H,SI1,61.5,55.0,4.41,4.43,2.72
589,0.31,Ideal,G,VVS2,60.9,56.0,4.4,4.43,2.69
590,1.24,Good,G,SI2,63.7,60.0,6.77,6.7,4.3
591,0.36,Premium,D,SI1,59.6,58.0,4.61,4.65,2.76
592,0.42,Ideal,H,VS1,61.8,55.0,4.82,4.85,2.99
593,0.4,Premium,E,SI1,62.0,61.0,4.71,4.67,2.91
594,0.34,Premium,F,VS2,61.2,59.0,4.47,4.52,2.75
595,0.41,Premium,E,SI1,62.8,58.0,4.77,4.72,2.98
596,0.59,Very Good,D,VS2,59.2,56.0,5.47,5.54,3.26
597,0.55,Ideal,F,VVS2,60.8,56.0,5.27,5.32,3.22
598,1.5,Ideal,D,VS2,62.6,56.0,7.21,7.27,4.53
599,0.31,Premium,E,SI1,63.0,59.0,4.31,4.26,2.7
600,1.0,Very Good,F,VVS2,63.0,59.0,6.33,6.36,4.0
601,0.3,Ideal,E,SI1,61.1,57.0,4.3,4.34,2.64
602,0.32,Ideal,G,VS2,61.8,57.0,4.38,4.42,2.72
603,0.3,Premium,I,VVS1,60.5,60.0,4.34,4.32,2.62
604,0.96,Fair,F,I1,62.9,66.0,6.29,6.07,3.91
605,1.21,Ideal,G,VS2,62.0,56.0,6.87,6.77,4.23
606,1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42
607,0.5,Good,E,VVS2,58.9,61.0,5.18,5.2,3.06
608,0.31,Ideal,E,IF,62.2,54.0,4.33,4.35,2.7
609,0.89,Ideal,G,VVS2,61.7,55.0,6.22,6.19,3.83
610,0.37,Premium,F,SI1,62.3,59.0,4.61,4.57,2.86
611,0.31,Premium,G,VVS1,59.5,60.0,4.39,4.41,2.62
612,1.04,Ideal,H,SI2,60.3,56.0,6.61,6.58,3.98
613,1.03,Premium,H,SI1,61.8,58.0,6.47,6.41,3.98
614,0.32,Premium,I,VS1,61.9,58.0,4.4,4.36,2.71
615,2.01,Premium,H,SI2,60.8,59.0,8.08,8.0,4.89
616,0.56,Ideal,G,VS1,62.0,56.0,5.28,5.3,3.28
617,0.34,Ideal,D,VS2,62.9,56.0,4.5,4.44,2.81
618,0.31,Good,H,VVS1,63.3,58.0,4.28,4.32,2.72
619,2.51,Very Good,H,SI2,63.6,58.0,8.51,8.59,5.44
620,1.79,Ideal,J,SI1,59.8,61.0,7.87,7.91,4.72
621,1.03,Very Good,G,SI1,61.0,58.0,6.5,6.54,3.98
622,0.38,Ideal,E,SI1,62.3,53.0,4.65,4.69,2.91
623,1.5,Premium,E,SI2,61.2,59.0,7.41,7.36,4.52
624,1.51,Premium,H,SI2,62.5,57.0,7.36,7.26,4.57
625,0.51,Good,D,SI2,63.8,56.0,5.09,5.07,3.24
626,1.09,Very Good,D,SI2,59.2,63.0,6.71,6.67,3.96
627,1.03,Ideal,I,SI2,62.2,57.0,6.5,6.46,4.03
628,0.33,Ideal,D,VS2,62.3,57.0,4.41,4.45,2.76
629,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02
630,2.22,Very Good,I,SI2,63.2,57.0,8.28,8.23,5.22
631,1.51,Very Good,H,VS2,62.4,55.6,7.28,7.33,4.56
632,0.41,Premium,D,VVS2,61.8,58.0,4.75,4.79,2.95
633,0.72,Ideal,E,SI1,61.0,56.0,5.84,5.79,3.55
634,0.7,Premium,D,VS1,60.4,58.0,5.78,5.71,3.47
635,0.31,Ideal,I,VVS1,61.4,54.0,4.41,4.38,2.7
636,1.11,Ideal,G,VS2,62.0,56.0,6.62,6.65,4.12
637,1.52,Premium,E,SI1,62.5,59.0,7.26,7.33,4.56
638,1.01,Ideal,F,VS2,61.7,55.0,6.42,6.46,3.98
639,0.54,Premium,F,VS2,61.8,58.0,5.22,5.29,3.25
640,0.9,Very Good,D,SI1,60.1,58.0,6.27,6.3,3.78
641,0.32,Ideal,I,VVS1,61.9,55.0,4.4,4.39,2.72
642,1.02,Ideal,H,SI1,60.0,59.0,6.56,6.55,3.93
643,0.53,Ideal,E,VS2,62.0,56.0,5.16,5.2,3.21
644,0.55,Premium,F,SI1,62.9,58.0,5.26,5.23,3.3
645,0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58
646,1.22,Premium,H,VS2,60.8,59.0,6.93,6.86,4.19
647,0.38,Ideal,E,VS2,61.5,55.0,4.67,4.7,2.88
648,1.04,Premium,E,SI2,62.8,59.0,6.45,6.41,4.04
649,1.54,Good,I,SI2,63.3,60.0,7.31,7.34,4.64
650,0.8,Very Good,F,SI1,61.6,59.0,5.9,5.96,3.65
651,1.33,Premium,E,SI2,61.0,60.0,7.13,7.05,4.33
652,0.32,Premium,H,SI1,62.3,60.0,4.4,4.36,2.73
653,0.75,Good,E,SI2,62.3,58.0,5.78,5.81,3.61
654,1.0,Premium,H,SI1,58.3,60.0,6.5,6.44,3.77
655,1.7,Premium,I,VS1,61.5,58.0,7.74,7.64,4.73
656,0.52,Good,D,VS2,63.5,57.0,5.08,5.13,3.24
657,0.46,Ideal,H,VVS1,62.3,54.0,4.96,4.99,3.1
658,0.6,Ideal,I,SI2,61.8,55.0,5.44,5.46,3.37
659,1.04,Premium,J,SI2,62.0,59.0,6.49,6.47,4.02
660,0.33,Ideal,F,VVS1,61.4,57.0,4.49,4.47,2.75
661,1.02,Premium,I,SI1,62.7,55.0,6.48,6.41,4.04
662,1.01,Very Good,D,SI1,60.7,58.0,6.49,6.45,3.93
663,1.51,Good,D,SI2,64.1,61.0,7.14,7.18,4.59
664,0.59,Premium,G,VVS2,62.8,54.0,5.41,5.34,3.38
665,0.27,Ideal,H,SI1,61.6,57.0,4.13,4.15,2.55
666,0.71,Premium,I,VS2,62.1,59.0,5.7,5.73,3.55
667,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95
668,0.54,Ideal,F,VS1,62.2,55.0,5.23,5.25,3.26
669,0.4,Very Good,F,VS1,60.4,58.0,4.75,4.79,2.88
670,0.59,Premium,F,SI1,61.7,60.0,5.37,5.39,3.32
671,1.21,Premium,G,VS2,62.2,58.0,6.88,6.78,4.25
672,0.41,Premium,E,VS1,61.9,59.0,4.77,4.8,2.96
673,0.3,Ideal,G,VVS1,62.2,57.0,4.28,4.3,2.67
674,0.91,Premium,H,SI1,62.8,58.0,6.16,6.13,3.86
675,0.27,Ideal,H,IF,61.6,56.0,4.18,4.21,2.58
676,0.57,Premium,G,VS1,60.2,57.0,5.42,5.37,3.25
677,0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19
678,1.15,Ideal,H,SI1,63.0,57.0,6.71,6.66,4.21
679,0.33,Premium,I,VS1,59.5,60.0,4.5,4.54,2.69
680,0.31,Good,H,VS1,57.5,60.0,4.46,4.51,2.58
681,0.35,Ideal,D,SI1,62.3,57.0,4.5,4.52,2.81
682,1.01,Very Good,I,SI1,63.3,54.0,6.34,6.36,4.02
683,1.23,Premium,H,VS2,59.3,58.0,7.0,6.94,4.13
684,2.0,Very Good,I,SI2,63.7,61.0,7.85,7.97,5.04
685,1.01,Very Good,E,SI1,63.1,60.0,6.37,6.34,4.01
686,0.7,Premium,H,VS1,60.5,58.0,5.73,5.77,3.48
687,1.22,Ideal,I,VS2,62.5,57.0,6.83,6.9,4.29
688,0.67,Ideal,H,SI1,62.1,54.0,5.61,5.66,3.5
689,0.51,Ideal,D,SI2,62.8,57.0,5.12,5.1,3.21
690,1.05,Premium,G,SI2,61.3,58.0,6.55,6.6,4.03
691,0.39,Ideal,G,VVS1,62.1,54.7,4.64,4.72,2.91
692,0.39,Ideal,J,VS2,61.4,57.0,4.72,4.66,2.88
693,0.38,Ideal,D,VS1,61.0,57.0,4.66,4.69,2.85
694,1.02,Ideal,F,SI2,62.4,57.0,6.43,6.4,4.0
695,0.7,Premium,G,SI1,63.0,56.0,5.68,5.65,3.57
696,1.0,Premium,E,SI1,61.9,62.0,6.4,6.34,3.94
697,0.71,Ideal,I,VS1,62.1,56.0,5.72,5.68,3.54
698,1.0,Ideal,E,SI2,62.0,57.0,6.37,6.41,3.96
699,1.31,Ideal,I,VS1,62.1,56.0,7.01,7.04,4.36
700,1.05,Very Good,G,SI1,59.1,57.0,6.63,6.73,3.95
701,1.6,Ideal,I,SI1,62.4,56.0,7.52,7.48,4.68
702,0.93,Very Good,E,SI2,63.0,58.0,6.16,6.18,3.89
703,0.79,Premium,D,SI1,61.4,59.0,5.89,5.96,3.64
704,1.01,Ideal,G,SI1,61.8,55.0,6.46,6.43,3.98
705,1.21,Very Good,J,SI1,62.7,57.0,6.72,6.77,4.23
706,1.01,Premium,F,VS2,62.2,60.0,6.4,6.37,3.97
707,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67
708,0.4,Premium,E,VS1,60.1,58.0,4.76,4.72,2.85
709,0.5,Very Good,E,VS2,61.8,58.0,5.05,5.11,3.14
710,1.02,Good,G,VVS1,63.6,58.0,6.4,6.37,4.06
711,0.58,Ideal,I,SI2,61.3,56.0,5.38,5.45,3.32
712,1.0,Good,E,SI1,62.6,61.0,6.29,6.32,3.95
713,0.41,Good,D,SI1,63.1,59.0,4.7,4.71,2.97
714,0.37,Very Good,F,SI1,62.4,59.0,4.56,4.6,2.86
715,0.36,Ideal,H,IF,62.2,54.1,4.57,4.6,2.86
716,0.32,Ideal,E,VVS2,61.5,55.0,4.41,4.44,2.72
717,0.47,Very Good,E,VS1,61.8,58.0,4.97,5.03,3.09
718,0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82
719,0.75,Ideal,I,SI1,61.5,58.0,5.82,5.86,3.59
720,1.31,Premium,H,SI2,61.4,60.0,7.04,7.0,4.31
721,0.33,Ideal,I,SI1,61.0,57.0,4.45,4.47,2.72
722,1.24,Ideal,I,SI1,60.6,59.0,6.97,7.03,4.24
723,0.51,Ideal,D,SI1,61.6,56.0,5.12,5.1,3.15
724,0.96,Very Good,D,SI2,60.2,63.0,6.36,6.3,3.81
725,1.01,Very Good,D,VS2,63.1,58.0,6.34,6.38,4.01
726,0.36,Premium,H,VS2,60.9,59.0,4.58,4.62,2.8
727,0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88
728,0.7,Ideal,E,SI1,62.4,55.0,5.67,5.7,3.55
729,0.36,Ideal,F,VVS2,62.4,55.0,4.54,4.57,2.84
730,0.32,Ideal,F,VS2,61.5,55.0,4.4,4.42,2.71
731,2.06,Ideal,J,SI2,61.9,55.0,8.19,8.23,5.08
732,0.32,Ideal,E,VS2,62.0,55.0,4.36,4.38,2.71
733,0.9,Very Good,I,VS1,62.6,59.0,6.11,6.15,3.84
734,1.22,Premium,H,VS2,62.7,59.0,6.82,6.81,4.27
735,0.41,Very Good,I,VVS2,59.9,57.0,4.87,4.91,2.93
736,1.0,Premium,G,VS1,59.1,61.0,6.54,6.48,3.85
737,0.28,Premium,G,VVS2,60.2,60.0,4.26,4.24,2.56
738,1.17,Ideal,G,VS1,59.4,57.0,6.93,6.87,4.1
739,1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38
740,1.06,Premium,H,SI1,61.0,58.0,6.57,6.61,4.02
741,0.32,Premium,G,VS2,61.5,59.0,4.4,4.42,2.71
742,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28
743,0.9,Very Good,E,SI2,63.4,56.0,6.15,5.99,3.85
744,0.46,Ideal,H,VS1,61.9,55.0,4.95,4.99,3.08
745,1.03,Premium,E,SI1,62.9,56.0,6.49,6.39,4.05
746,1.13,Ideal,D,SI2,61.6,55.0,6.73,6.7,4.14
747,1.09,Ideal,F,VVS2,62.5,55.0,6.52,6.6,4.1
748,1.04,Very Good,H,SI2,62.4,58.0,6.4,6.49,4.02
749,0.37,Premium,E,VS2,60.2,58.0,4.68,4.65,2.81
750,0.32,Ideal,F,IF,60.3,58.0,4.45,4.5,2.7
751,0.25,Very Good,E,VVS1,60.2,59.0,4.11,4.13,2.48
752,0.34,Ideal,D,VVS1,61.5,56.0,4.47,4.5,2.76
753,0.52,Ideal,E,VS2,61.5,56.0,5.2,5.18,3.19
754,2.01,Ideal,E,SI2,62.2,57.0,8.09,8.04,5.02
755,1.0,Premium,G,VS2,60.0,59.0,6.52,6.47,3.9
756,0.44,Ideal,H,VS1,61.3,57.0,4.98,4.91,3.03
757,0.54,Very Good,G,SI2,59.5,60.0,5.27,5.31,3.15
758,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11
759,0.9,Fair,E,SI2,57.5,68.0,6.37,6.33,3.65
760,0.59,Ideal,D,SI1,62.1,56.0,5.36,5.4,3.34
